Date,Home Team,Away Team,Home Goals,Away Goals
2024-10-20,Holstein Kiel,Union Berlin,,
2024-10-20,Wolfsburg,Werder Bremen,,
2024-10-25,Mainz,M'gladbach,,
2024-10-26,Stuttgart,Holstein Kiel,,
2024-10-26,RB Leipzig,Freiburg,,
2024-10-26,Augsburg,Dortmund,,
2024-10-26,FC St. Pauli 1910,Wolfsburg,,
2024-10-26,Werder Bremen,Leverkusen,,
2024-10-27,Bochum,Bayern Munich,,
2024-10-27,Union Berlin,Ein Frankfurt,,
2024-10-27,Heidenheim,Hoffenheim,,
2024-11-01,Leverkusen,Stuttgart,,
2024-11-02,Bayern Munich,Union Berlin,,
2024-11-02,Ein Frankfurt,Bochum,,
2024-11-02,Hoffenheim,FC St. Pauli 1910,,
2024-11-02,Wolfsburg,Augsburg,,
2024-11-02,Holstein Kiel,Heidenheim,,
2024-11-02,Dortmund,RB Leipzig,,
2024-11-03,Freiburg,Mainz,,
2024-11-03,M'gladbach,Werder Bremen,,
2024-11-08,Union Berlin,Freiburg,,
2024-11-09,Werder Bremen,Holstein Kiel,,
2024-11-09,Mainz,Dortmund,,
2024-11-09,Bochum,Leverkusen,,
2024-11-09,FC St. Pauli 1910,Bayern Munich,,
2024-11-09,RB Leipzig,M'gladbach,,
2024-11-10,Augsburg,Hoffenheim,,
2024-11-10,Stuttgart,Ein Frankfurt,,
2024-11-10,Heidenheim,Wolfsburg,,
2024-11-22,Bayern Munich,Augsburg,,
2024-11-23,Leverkusen,Heidenheim,,
2024-11-23,Stuttgart,Bochum,,
2024-11-23,Dortmund,Freiburg,,
2024-11-23,Hoffenheim,RB Leipzig,,
2024-11-23,Wolfsburg,Union Berlin,,
2024-11-23,Ein Frankfurt,Werder Bremen,,
2024-11-24,Holstein Kiel,Mainz,,
2024-11-24,M'gladbach,FC St. Pauli 1910,,
2024-11-29,FC St. Pauli 1910,Holstein Kiel,,
2024-11-30,RB Leipzig,Wolfsburg,,
2024-11-30,Werder Bremen,Stuttgart,,
2024-11-30,Freiburg,M'gladbach,,
2024-11-30,Augsburg,Bochum,,
2024-11-30,Union Berlin,Leverkusen,,
2024-11-30,Dortmund,Bayern Munich,,
2024-12-01,Mainz,Hoffenheim,,
2024-12-01,Heidenheim,Ein Frankfurt,,
2024-12-06,Stuttgart,Union Berlin,,
2024-12-07,Leverkusen,FC St. Pauli 1910,,
2024-12-07,Bayern Munich,Heidenheim,,
2024-12-07,Ein Frankfurt,Augsburg,,
2024-12-07,Bochum,Werder Bremen,,
2024-12-07,Holstein Kiel,RB Leipzig,,
2024-12-07,M'gladbach,Dortmund,,
2024-12-08,Wolfsburg,Mainz,,
2024-12-08,Hoffenheim,Freiburg,,
2024-12-13,Freiburg,Wolfsburg,,
2024-12-14,Mainz,Bayern Munich,,
2024-12-14,M'gladbach,Holstein Kiel,,
2024-12-14,Union Berlin,Bochum,,
2024-12-14,Augsburg,Leverkusen,,
2024-12-14,FC St. Pauli 1910,Werder Bremen,,
2024-12-15,Heidenheim,Stuttgart,,
2024-12-15,Dortmund,Hoffenheim,,
2024-12-15,RB Leipzig,Ein Frankfurt,,
2024-12-20,Bayern Munich,RB Leipzig,,
2024-12-21,Stuttgart,FC St. Pauli 1910,,
2024-12-21,Ein Frankfurt,Mainz,,
2024-12-21,Hoffenheim,M'gladbach,,
2024-12-21,Werder Bremen,Union Berlin,,
2024-12-21,Holstein Kiel,Augsburg,,
2024-12-21,Leverkusen,Freiburg,,
2024-12-22,Bochum,Heidenheim,,
2024-12-22,Wolfsburg,Dortmund,,
2025-01-10,Dortmund,Leverkusen,,
2025-01-11,Hoffenheim,Wolfsburg,,
2025-01-11,Heidenheim,Union Berlin,,
2025-01-11,Freiburg,Holstein Kiel,,
2025-01-11,Mainz,Bochum,,
2025-01-11,FC St. Pauli 1910,Ein Frankfurt,,
2025-01-11,M'gladbach,Bayern Munich,,
2025-01-12,RB Leipzig,Werder Bremen,,
2025-01-12,Augsburg,Stuttgart,,
2025-01-14,Holstein Kiel,Dortmund,,
2025-01-14,Leverkusen,Mainz,,
2025-01-14,Ein Frankfurt,Freiburg,,
2025-01-14,Wolfsburg,M'gladbach,,
2025-01-15,Bochum,FC St. Pauli 1910,,
2025-01-15,Stuttgart,RB Leipzig,,
2025-01-15,Bayern Munich,Hoffenheim,,
2025-01-15,Werder Bremen,Heidenheim,,
2025-01-15,Union Berlin,Augsburg,,
2025-01-17,Ein Frankfurt,Dortmund,,
2025-01-18,Bochum,RB Leipzig,,
2025-01-18,Holstein Kiel,Hoffenheim,,
2025-01-18,Stuttgart,Freiburg,,
2025-01-18,Bayern Munich,Wolfsburg,,
2025-01-18,Heidenheim,FC St. Pauli 1910,,
2025-01-18,Leverkusen,M'gladbach,,
2025-01-19,Union Berlin,Mainz,,
2025-01-19,Werder Bremen,Augsburg,,
2025-01-24,Wolfsburg,Holstein Kiel,,
2025-01-25,RB Leipzig,Leverkusen,,
2025-01-25,Mainz,Stuttgart,,
2025-01-25,Freiburg,Bayern Munich,,
2025-01-25,Augsburg,Heidenheim,,
2025-01-25,Dortmund,Werder Bremen,,
2025-01-25,M'gladbach,Bochum,,
2025-01-26,Hoffenheim,Ein Frankfurt,,
2025-01-26,FC St. Pauli 1910,Union Berlin,,
2025-01-31,Werder Bremen,Mainz,,
2025-02-01,Heidenheim,Dortmund,,
2025-02-01,Bochum,Freiburg,,
2025-02-01,FC St. Pauli 1910,Augsburg,,
2025-02-01,Stuttgart,M'gladbach,,
2025-02-01,Bayern Munich,Holstein Kiel,,
2025-02-01,Union Berlin,RB Leipzig,,
2025-02-02,Ein Frankfurt,Wolfsburg,,
2025-02-02,Leverkusen,Hoffenheim,,
2025-02-07,Bayern Munich,Werder Bremen,,
2025-02-08,Wolfsburg,Leverkusen,,
2025-02-08,Dortmund,Stuttgart,,
2025-02-08,Freiburg,Heidenheim,,
2025-02-08,Mainz,Augsburg,,
2025-02-08,Hoffenheim,Union Berlin,,
2025-02-08,M'gladbach,Ein Frankfurt,,
2025-02-09,Holstein Kiel,Bochum,,
2025-02-09,RB Leipzig,FC St. Pauli 1910,,
2025-02-14,Augsburg,RB Leipzig,,
2025-02-15,Bochum,Dortmund,,
2025-02-15,FC St. Pauli 1910,Freiburg,,
2025-02-15,Stuttgart,Wolfsburg,,
2025-02-15,Union Berlin,M'gladbach,,
2025-02-15,Leverkusen,Bayern Munich,,
2025-02-16,Werder Bremen,Hoffenheim,,
2025-02-16,Ein Frankfurt,Holstein Kiel,,
2025-02-16,Heidenheim,Mainz,,
2025-02-21,Freiburg,Werder Bremen,,
2025-02-22,Holstein Kiel,Leverkusen,,
2025-02-22,M'gladbach,Augsburg,,
2025-02-22,Wolfsburg,Bochum,,
2025-02-22,Mainz,FC St. Pauli 1910,,
2025-02-22,Dortmund,Union Berlin,,
2025-02-23,RB Leipzig,Heidenheim,,
2025-02-23,Bayern Munich,Ein Frankfurt,,
2025-02-23,Hoffenheim,Stuttgart,,
2025-02-28,Stuttgart,Bayern Munich,,
2025-03-01,FC St. Pauli 1910,Dortmund,,
2025-03-01,Bochum,Hoffenheim,,
2025-03-01,Werder Bremen,Wolfsburg,,
2025-03-01,RB Leipzig,Mainz,,
2025-03-01,Heidenheim,M'gladbach,,
2025-03-01,Ein Frankfurt,Leverkusen,,
2025-03-02,Union Berlin,Holstein Kiel,,
2025-03-02,Augsburg,Freiburg,,
2025-03-07,M'gladbach,Mainz,,
2025-03-08,Holstein Kiel,Stuttgart,,
2025-03-08,Leverkusen,Werder Bremen,,
2025-03-08,Dortmund,Augsburg,,
2025-03-08,Bayern Munich,Bochum,,
2025-03-08,Wolfsburg,FC St. Pauli 1910,,
2025-03-08,Freiburg,RB Leipzig,,
2025-03-09,Ein Frankfurt,Union Berlin,,
2025-03-09,Hoffenheim,Heidenheim,,
2025-03-14,FC St. Pauli 1910,Hoffenheim,,
2025-03-15,Union Berlin,Bayern Munich,,
2025-03-15,Mainz,Freiburg,,
2025-03-15,Augsburg,Wolfsburg,,
2025-03-15,Werder Bremen,M'gladbach,,
2025-03-15,RB Leipzig,Dortmund,,
2025-03-16,Bochum,Ein Frankfurt,,
2025-03-16,Heidenheim,Holstein Kiel,,
2025-03-16,Stuttgart,Leverkusen,,
2025-03-28,Leverkusen,Bochum,,
2025-03-29,M'gladbach,RB Leipzig,,
2025-03-29,Wolfsburg,Heidenheim,,
2025-03-29,Holstein Kiel,Werder Bremen,,
2025-03-29,Hoffenheim,Augsburg,,
2025-03-29,Bayern Munich,FC St. Pauli 1910,,
2025-03-29,Ein Frankfurt,Stuttgart,,
2025-03-30,Freiburg,Union Berlin,,
2025-03-30,Dortmund,Mainz,,
2025-04-04,Augsburg,Bayern Munich,,
2025-04-05,Heidenheim,Leverkusen,,
2025-04-05,Bochum,Stuttgart,,
2025-04-05,Freiburg,Dortmund,,
2025-04-05,RB Leipzig,Hoffenheim,,
2025-04-05,Mainz,Holstein Kiel,,
2025-04-05,Werder Bremen,Ein Frankfurt,,
2025-04-06,FC St. Pauli 1910,M'gladbach,,
2025-04-06,Union Berlin,Wolfsburg,,
2025-04-11,Wolfsburg,RB Leipzig,,
2025-04-12,M'gladbach,Freiburg,,
2025-04-12,Bochum,Augsburg,,
2025-04-12,Hoffenheim,Mainz,,
2025-04-12,Leverkusen,Union Berlin,,
2025-04-12,Holstein Kiel,FC St. Pauli 1910,,
2025-04-12,Bayern Munich,Dortmund,,
2025-04-13,Stuttgart,Werder Bremen,,
2025-04-13,Ein Frankfurt,Heidenheim,,
2025-04-19,Heidenheim,Bayern Munich,,
2025-04-19,Freiburg,Hoffenheim,,
2025-04-19,Mainz,Wolfsburg,,
2025-04-19,Werder Bremen,Bochum,,
2025-04-19,RB Leipzig,Holstein Kiel,,
2025-04-19,Union Berlin,Stuttgart,,
2025-04-20,Augsburg,Ein Frankfurt,,
2025-04-20,Dortmund,M'gladbach,,
2025-04-20,FC St. Pauli 1910,Leverkusen,,
2025-04-25,Stuttgart,Heidenheim,,
2025-04-26,Hoffenheim,Dortmund,,
2025-04-26,Wolfsburg,Freiburg,,
2025-04-26,Bayern Munich,Mainz,,
2025-04-26,Holstein Kiel,M'gladbach,,
2025-04-26,Leverkusen,Augsburg,,
2025-04-26,Ein Frankfurt,RB Leipzig,,
2025-04-27,Bochum,Union Berlin,,
2025-04-27,Werder Bremen,FC St. Pauli 1910,,
2025-05-02,Heidenheim,Bochum,,
2025-05-03,FC St. Pauli 1910,Stuttgart,,
2025-05-03,RB Leipzig,Bayern Munich,,
2025-05-03,M'gladbach,Hoffenheim,,
2025-05-03,Union Berlin,Werder Bremen,,
2025-05-03,Dortmund,Wolfsburg,,
2025-05-04,Augsburg,Holstein Kiel,,
2025-05-04,Freiburg,Leverkusen,,
2025-05-04,Mainz,Ein Frankfurt,,
2025-05-09,Wolfsburg,Hoffenheim,,
2025-05-10,Werder Bremen,RB Leipzig,,
2025-05-10,Union Berlin,Heidenheim,,
2025-05-10,Holstein Kiel,Freiburg,,
2025-05-10,Bochum,Mainz,,
2025-05-10,Bayern Munich,M'gladbach,,
2025-05-11,Leverkusen,Dortmund,,
2025-05-11,Ein Frankfurt,FC St. Pauli 1910,,
2025-05-11,Stuttgart,Augsburg,,
2025-05-17,Mainz,Leverkusen,,
2025-05-17,RB Leipzig,Stuttgart,,
2025-05-17,Hoffenheim,Bayern Munich,,
2025-05-17,Freiburg,Ein Frankfurt,,
2025-05-17,Heidenheim,Werder Bremen,,
2025-05-17,M'gladbach,Wolfsburg,,
2025-05-17,Augsburg,Union Berlin,,
2025-05-17,FC St. Pauli 1910,Bochum,,
2025-05-17,Dortmund,Holstein Kiel,,
