Date,Home Team,Away Team,Home Goals,Away Goals
2024-11-03,Toulouse,Reims,,
2024-11-03,Auxerre,Rennes,,
2024-11-03,Le Havre,Montpellier,,
2024-11-03,Nantes,Marseille,,
2024-11-08,Marseille,Auxerre,,
2024-11-09,Strasbourg,Monaco,,
2024-11-09,Lens,Nantes,,
2024-11-09,Angers,Paris SG,,
2024-11-10,Nice,Lille,,
2024-11-10,Montpellier,Brest,,
2024-11-10,Le Havre,Reims,,
2024-11-10,Rennes,Toulouse,,
2024-11-10,Lyon,St Etienne,,
2024-11-22,Monaco,Brest,,
2024-11-22,Paris SG,Toulouse,,
2024-11-23,Lens,Marseille,,
2024-11-23,St Etienne,Montpellier,,
2024-11-23,Reims,Lyon,,
2024-11-24,Lille,Rennes,,
2024-11-24,Nantes,Le Havre,,
2024-11-24,Auxerre,Angers,,
2024-11-24,Nice,Strasbourg,,
2024-11-29,Reims,Lens,,
2024-11-30,Rennes,St Etienne,,
2024-11-30,Brest,Strasbourg,,
2024-11-30,Paris SG,Nantes,,
2024-12-01,Montpellier,Lille,,
2024-12-01,Le Havre,Angers,,
2024-12-01,Toulouse,Auxerre,,
2024-12-01,Lyon,Nice,,
2024-12-01,Marseille,Monaco,,
2024-12-06,Lille,Brest,,
2024-12-06,Auxerre,Paris SG,,
2024-12-07,Monaco,Toulouse,,
2024-12-07,Nice,Le Havre,,
2024-12-07,Angers,Lyon,,
2024-12-08,Lens,Montpellier,,
2024-12-08,Strasbourg,Reims,,
2024-12-08,Nantes,Rennes,,
2024-12-08,St Etienne,Marseille,,
2024-12-13,Toulouse,St Etienne,,
2024-12-14,Marseille,Lille,,
2024-12-14,Auxerre,Lens,,
2024-12-14,Reims,Monaco,,
2024-12-15,Montpellier,Nice,,
2024-12-15,Rennes,Angers,,
2024-12-15,Le Havre,Strasbourg,,
2024-12-15,Brest,Nantes,,
2024-12-15,Paris SG,Lyon,,
2024-12-18,Monaco,Paris SG,,
2025-01-03,Nice,Rennes,,
2025-01-04,St Etienne,Reims,,
2025-01-04,Lille,Nantes,,
2025-01-04,Lyon,Montpellier,,
2025-01-05,Lens,Toulouse,,
2025-01-05,Angers,Brest,,
2025-01-05,Strasbourg,Auxerre,,
2025-01-05,Marseille,Le Havre,,
2025-01-10,Nantes,Monaco,,
2025-01-10,Auxerre,Lille,,
2025-01-11,Brest,Lyon,,
2025-01-11,Reims,Nice,,
2025-01-11,Rennes,Marseille,,
2025-01-12,Le Havre,Lens,,
2025-01-12,Toulouse,Strasbourg,,
2025-01-12,Montpellier,Angers,,
2025-01-12,Paris SG,St Etienne,,
2025-01-17,Montpellier,Monaco,,
2025-01-17,Lille,Nice,,
2025-01-18,Lens,Paris SG,,
2025-01-18,Rennes,Brest,,
2025-01-18,Lyon,Toulouse,,
2025-01-19,St Etienne,Nantes,,
2025-01-19,Reims,Le Havre,,
2025-01-19,Angers,Auxerre,,
2025-01-19,Marseille,Strasbourg,,
2025-01-24,Auxerre,St Etienne,,
2025-01-25,Monaco,Rennes,,
2025-01-25,Strasbourg,Lille,,
2025-01-25,Paris SG,Reims,,
2025-01-26,Le Havre,Brest,,
2025-01-26,Nantes,Lyon,,
2025-01-26,Toulouse,Montpellier,,
2025-01-26,Lens,Angers,,
2025-01-26,Nice,Marseille,,
2025-01-31,Montpellier,Lens,,
2025-02-01,Brest,Paris SG,,
2025-02-01,Monaco,Auxerre,,
2025-02-01,Lille,St Etienne,,
2025-02-02,Toulouse,Nice,,
2025-02-02,Reims,Nantes,,
2025-02-02,Angers,Le Havre,,
2025-02-02,Rennes,Strasbourg,,
2025-02-02,Marseille,Lyon,,
2025-02-07,Nantes,Brest,,
2025-02-07,Paris SG,Monaco,,
2025-02-08,Nice,Lens,,
2025-02-08,Lille,Le Havre,,
2025-02-08,St Etienne,Rennes,,
2025-02-09,Lyon,Reims,,
2025-02-09,Auxerre,Toulouse,,
2025-02-09,Strasbourg,Montpellier,,
2025-02-09,Angers,Marseille,,
2025-02-14,Brest,Auxerre,,
2025-02-15,Marseille,St Etienne,,
2025-02-15,Monaco,Nantes,,
2025-02-15,Toulouse,Paris SG,,
2025-02-16,Montpellier,Lyon,,
2025-02-16,Lens,Strasbourg,,
2025-02-16,Reims,Angers,,
2025-02-16,Le Havre,Nice,,
2025-02-16,Rennes,Lille,,
2025-02-21,Rennes,Reims,,
2025-02-22,Lille,Monaco,,
2025-02-22,St Etienne,Angers,,
2025-02-22,Auxerre,Marseille,,
2025-02-23,Nantes,Lens,,
2025-02-23,Le Havre,Toulouse,,
2025-02-23,Strasbourg,Brest,,
2025-02-23,Nice,Montpellier,,
2025-02-23,Lyon,Paris SG,,
2025-02-28,Monaco,Reims,,
2025-03-01,St Etienne,Nice,,
2025-03-01,Lens,Le Havre,,
2025-03-01,Paris SG,Lille,,
2025-03-02,Lyon,Brest,,
2025-03-02,Montpellier,Rennes,,
2025-03-02,Auxerre,Strasbourg,,
2025-03-02,Angers,Toulouse,,
2025-03-02,Marseille,Nantes,,
2025-03-07,Toulouse,Monaco,,
2025-03-08,Rennes,Paris SG,,
2025-03-08,Lille,Montpellier,,
2025-03-08,Marseille,Lens,,
2025-03-09,Brest,Angers,,
2025-03-09,Le Havre,St Etienne,,
2025-03-09,Reims,Auxerre,,
2025-03-09,Nantes,Strasbourg,,
2025-03-09,Nice,Lyon,,
2025-03-14,Nice,Auxerre,,
2025-03-15,Nantes,Lille,,
2025-03-15,Angers,Monaco,,
2025-03-15,Lens,Rennes,,
2025-03-16,Lyon,Le Havre,,
2025-03-16,Montpellier,St Etienne,,
2025-03-16,Brest,Reims,,
2025-03-16,Strasbourg,Toulouse,,
2025-03-16,Paris SG,Marseille,,
2025-03-28,Strasbourg,Lyon,,
2025-03-29,Reims,Marseille,,
2025-03-29,St Etienne,Paris SG,,
2025-03-29,Monaco,Nice,,
2025-03-30,Toulouse,Brest,,
2025-03-30,Angers,Rennes,,
2025-03-30,Auxerre,Montpellier,,
2025-03-30,Le Havre,Nantes,,
2025-03-30,Lille,Lens,,
2025-04-04,Nice,Nantes,,
2025-04-05,Paris SG,Angers,,
2025-04-05,Brest,Monaco,,
2025-04-05,Lyon,Lille,,
2025-04-06,Lens,St Etienne,,
2025-04-06,Montpellier,Le Havre,,
2025-04-06,Reims,Strasbourg,,
2025-04-06,Rennes,Auxerre,,
2025-04-06,Marseille,Toulouse,,
2025-04-11,Lens,Reims,,
2025-04-12,Monaco,Marseille,,
2025-04-12,Toulouse,Lille,,
2025-04-12,Strasbourg,Nice,,
2025-04-13,St Etienne,Brest,,
2025-04-13,Le Havre,Rennes,,
2025-04-13,Angers,Montpellier,,
2025-04-13,Auxerre,Lyon,,
2025-04-22,Nantes,Paris SG,,
2025-04-18,Rennes,Nantes,,
2025-04-19,Paris SG,Le Havre,,
2025-04-19,Monaco,Strasbourg,,
2025-04-19,Marseille,Montpellier,,
2025-04-20,Lille,Auxerre,,
2025-04-20,Nice,Angers,,
2025-04-20,Brest,Lens,,
2025-04-20,Reims,Toulouse,,
2025-04-20,St Etienne,Lyon,,
2025-04-25,Paris SG,Nice,,
2025-04-26,Strasbourg,St Etienne,,
2025-04-26,Le Havre,Monaco,,
2025-04-26,Lyon,Rennes,,
2025-04-27,Angers,Lille,,
2025-04-27,Nantes,Toulouse,,
2025-04-27,Montpellier,Reims,,
2025-04-27,Lens,Auxerre,,
2025-04-27,Marseille,Brest,,
2025-05-02,Nice,Reims,,
2025-05-03,Strasbourg,Paris SG,,
2025-05-03,Toulouse,Rennes,,
2025-05-03,St Etienne,Monaco,,
2025-05-04,Nantes,Angers,,
2025-05-04,Lyon,Lens,,
2025-05-04,Brest,Montpellier,,
2025-05-04,Auxerre,Le Havre,,
2025-05-04,Lille,Marseille,,
2025-05-10,Reims,St Etienne,,
2025-05-10,Auxerre,Nantes,,
2025-05-10,Angers,Strasbourg,,
2025-05-10,Le Havre,Marseille,,
2025-05-10,Rennes,Nice,,
2025-05-10,Montpellier,Paris SG,,
2025-05-10,Toulouse,Lens,,
2025-05-10,Brest,Lille,,
2025-05-10,Monaco,Lyon,,
2025-05-17,Marseille,Rennes,,
2025-05-17,Lyon,Angers,,
2025-05-17,Nice,Brest,,
2025-05-17,St Etienne,Toulouse,,
2025-05-17,Lille,Reims,,
2025-05-17,Strasbourg,Le Havre,,
2025-05-17,Nantes,Montpellier,,
2025-05-17,Lens,Monaco,,
2025-05-17,Paris SG,Auxerre,,
