Date,Home Team,Away Team,Home Goals,Away Goals
2024-12-02,Sevilla,Osasuna,,
2024-12-06,Celta,Mallorca,,
2024-12-07,Las Palmas,Valladolid,,
2024-12-07,Betis,Barcelona,,
2024-12-07,Valencia,Vallecano,,
2024-12-07,Girona,Real Madrid,,
2024-12-08,Leganes,Sociedad,,
2024-12-08,Ath Bilbao,Villarreal,,
2024-12-08,Osasuna,Alaves,,
2024-12-08,Ath Madrid,Sevilla,,
2024-12-09,Getafe,Espanol,,
2024-12-13,Valladolid,Valencia,,
2024-12-14,Espanol,Osasuna,,
2024-12-14,Mallorca,Girona,,
2024-12-14,Sevilla,Celta,,
2024-12-14,Vallecano,Real Madrid,,
2024-12-15,Ath Madrid,Getafe,,
2024-12-15,Alaves,Ath Bilbao,,
2024-12-15,Villarreal,Betis,,
2024-12-15,Sociedad,Las Palmas,,
2024-12-15,Barcelona,Leganes,,
2024-12-20,Girona,Valladolid,,
2024-12-21,Getafe,Mallorca,,
2024-12-21,Celta,Sociedad,,
2024-12-21,Osasuna,Ath Bilbao,,
2024-12-21,Barcelona,Ath Madrid,,
2024-12-22,Valencia,Alaves,,
2024-12-22,Real Madrid,Sevilla,,
2024-12-22,Leganes,Villarreal,,
2024-12-22,Las Palmas,Espanol,,
2024-12-22,Betis,Vallecano,,
2024-12-03,Mallorca,Barcelona,,
2024-12-04,Ath Bilbao,Real Madrid,,
2025-01-10,Vallecano,Celta,,
2025-01-11,Alaves,Girona,,
2025-01-11,Valladolid,Betis,,
2025-01-11,Espanol,Leganes,,
2025-01-11,Sevilla,Valencia,,
2025-01-12,Las Palmas,Getafe,,
2025-01-12,Ath Madrid,Osasuna,,
2025-01-13,Sociedad,Villarreal,,
2025-01-17,Espanol,Valladolid,,
2025-01-18,Girona,Sevilla,,
2025-01-18,Leganes,Ath Madrid,,
2025-01-18,Betis,Alaves,,
2025-01-18,Getafe,Barcelona,,
2025-01-19,Celta,Ath Bilbao,,
2025-01-19,Real Madrid,Las Palmas,,
2025-01-19,Osasuna,Vallecano,,
2025-01-19,Valencia,Sociedad,,
2025-01-20,Villarreal,Mallorca,,
2025-01-24,Las Palmas,Osasuna,,
2025-01-25,Mallorca,Betis,,
2025-01-25,Ath Madrid,Villarreal,,
2025-01-25,Sevilla,Espanol,,
2025-01-25,Valladolid,Real Madrid,,
2025-01-26,Vallecano,Girona,,
2025-01-26,Sociedad,Getafe,,
2025-01-26,Ath Bilbao,Leganes,,
2025-01-26,Barcelona,Valencia,,
2025-01-27,Alaves,Celta,,
2025-01-31,Leganes,Vallecano,,
2025-02-01,Getafe,Sevilla,,
2025-02-01,Villarreal,Valladolid,,
2025-02-01,Ath Madrid,Mallorca,,
2025-02-01,Espanol,Real Madrid,,
2025-02-02,Barcelona,Alaves,,
2025-02-02,Valencia,Celta,,
2025-02-02,Osasuna,Sociedad,,
2025-02-02,Betis,Ath Bilbao,,
2025-02-03,Girona,Las Palmas,,
2025-02-07,Vallecano,Valladolid,,
2025-02-08,Celta,Betis,,
2025-02-08,Ath Bilbao,Girona,,
2025-02-08,Las Palmas,Villarreal,,
2025-02-08,Real Madrid,Ath Madrid,,
2025-02-09,Alaves,Getafe,,
2025-02-09,Valencia,Leganes,,
2025-02-09,Sociedad,Espanol,,
2025-02-09,Sevilla,Barcelona,,
2025-02-10,Mallorca,Osasuna,,
2025-02-14,Girona,Getafe,,
2025-02-15,Leganes,Alaves,,
2025-02-15,Osasuna,Real Madrid,,
2025-02-15,Ath Madrid,Celta,,
2025-02-15,Villarreal,Valencia,,
2025-02-16,Espanol,Ath Bilbao,,
2025-02-16,Valladolid,Sevilla,,
2025-02-16,Mallorca,Las Palmas,,
2025-02-16,Betis,Sociedad,,
2025-02-17,Barcelona,Vallecano,,
2025-02-21,Celta,Osasuna,,
2025-02-22,Alaves,Espanol,,
2025-02-22,Vallecano,Villarreal,,
2025-02-22,Valencia,Ath Madrid,,
2025-02-22,Las Palmas,Barcelona,,
2025-02-23,Ath Bilbao,Valladolid,,
2025-02-23,Real Madrid,Girona,,
2025-02-23,Getafe,Betis,,
2025-02-23,Sociedad,Leganes,,
2025-02-24,Sevilla,Mallorca,,
2025-02-28,Valladolid,Las Palmas,,
2025-03-01,Girona,Celta,,
2025-03-01,Vallecano,Sevilla,,
2025-03-01,Betis,Real Madrid,,
2025-03-01,Ath Madrid,Ath Bilbao,,
2025-03-02,Leganes,Getafe,,
2025-03-02,Barcelona,Sociedad,,
2025-03-02,Mallorca,Alaves,,
2025-03-02,Osasuna,Valencia,,
2025-04-27,Villarreal,Espanol,,
2025-03-08,Celta,Leganes,,
2025-03-08,Alaves,Villarreal,,
2025-03-08,Valencia,Valladolid,,
2025-03-09,Getafe,Ath Madrid,,
2025-03-09,Real Madrid,Vallecano,,
2025-03-09,Ath Bilbao,Mallorca,,
2025-03-09,Betis,Las Palmas,,
2025-03-09,Sociedad,Sevilla,,
2025-03-10,Espanol,Girona,,
2025-03-27,Barcelona,Osasuna,,
2025-03-14,Las Palmas,Alaves,,
2025-03-15,Valladolid,Celta,,
2025-03-15,Mallorca,Espanol,,
2025-03-15,Villarreal,Real Madrid,,
2025-03-15,Girona,Valencia,,
2025-03-16,Leganes,Betis,,
2025-03-16,Sevilla,Ath Bilbao,,
2025-03-16,Osasuna,Getafe,,
2025-03-16,Vallecano,Sociedad,,
2025-03-16,Ath Madrid,Barcelona,,
2025-03-29,Sociedad,Valladolid,,
2025-03-29,Espanol,Ath Madrid,,
2025-03-29,Alaves,Vallecano,,
2025-03-29,Real Madrid,Leganes,,
2025-03-30,Getafe,Villarreal,,
2025-03-30,Barcelona,Girona,,
2025-03-30,Ath Bilbao,Osasuna,,
2025-03-30,Valencia,Mallorca,,
2025-03-30,Betis,Sevilla,,
2025-03-31,Celta,Las Palmas,,
2025-04-04,Vallecano,Espanol,,
2025-04-05,Girona,Alaves,,
2025-04-05,Real Madrid,Valencia,,
2025-04-05,Mallorca,Celta,,
2025-04-05,Barcelona,Betis,,
2025-04-06,Las Palmas,Sociedad,,
2025-04-06,Sevilla,Ath Madrid,,
2025-04-06,Valladolid,Getafe,,
2025-04-06,Villarreal,Ath Bilbao,,
2025-04-07,Leganes,Osasuna,,
2025-04-11,Valencia,Sevilla,,
2025-04-12,Sociedad,Mallorca,,
2025-04-12,Getafe,Las Palmas,,
2025-04-12,Celta,Espanol,,
2025-04-12,Leganes,Barcelona,,
2025-04-13,Osasuna,Girona,,
2025-04-13,Alaves,Real Madrid,,
2025-04-13,Betis,Villarreal,,
2025-04-13,Ath Bilbao,Vallecano,,
2025-04-14,Ath Madrid,Valladolid,,
2025-04-18,Espanol,Getafe,,
2025-04-19,Vallecano,Valencia,,
2025-04-19,Barcelona,Celta,,
2025-04-19,Mallorca,Leganes,,
2025-04-19,Las Palmas,Ath Madrid,,
2025-04-20,Valladolid,Osasuna,,
2025-04-20,Villarreal,Sociedad,,
2025-04-20,Sevilla,Alaves,,
2025-04-20,Real Madrid,Ath Bilbao,,
2025-04-21,Girona,Betis,,
2025-04-22,Valencia,Espanol,,
2025-04-22,Barcelona,Mallorca,,
2025-04-23,Ath Bilbao,Las Palmas,,
2025-04-23,Celta,Villarreal,,
2025-04-23,Alaves,Sociedad,,
2025-04-23,Getafe,Real Madrid,,
2025-04-24,Osasuna,Sevilla,,
2025-04-24,Leganes,Girona,,
2025-04-24,Ath Madrid,Vallecano,,
2025-04-24,Betis,Valladolid,,
2025-05-02,Vallecano,Getafe,,
2025-05-03,Alaves,Ath Madrid,,
2025-05-03,Villarreal,Osasuna,,
2025-05-03,Las Palmas,Valencia,,
2025-05-03,Valladolid,Barcelona,,
2025-05-04,Real Madrid,Celta,,
2025-05-04,Sevilla,Leganes,,
2025-05-04,Espanol,Betis,,
2025-05-04,Sociedad,Ath Bilbao,,
2025-05-05,Girona,Mallorca,,
2025-05-09,Las Palmas,Vallecano,,
2025-05-10,Valencia,Getafe,,
2025-05-10,Celta,Sevilla,,
2025-05-10,Girona,Villarreal,,
2025-05-10,Mallorca,Valladolid,,
2025-05-10,Ath Madrid,Sociedad,,
2025-05-11,Leganes,Espanol,,
2025-05-11,Barcelona,Real Madrid,,
2025-05-11,Ath Bilbao,Alaves,,
2025-05-11,Betis,Osasuna,,
2025-05-13,Valladolid,Girona,,
2025-05-13,Sociedad,Celta,,
2025-05-13,Sevilla,Las Palmas,,
2025-05-14,Alaves,Valencia,,
2025-05-14,Villarreal,Leganes,,
2025-05-14,Real Madrid,Mallorca,,
2025-05-15,Osasuna,Ath Madrid,,
2025-05-15,Vallecano,Betis,,
2025-05-15,Getafe,Ath Bilbao,,
2025-05-15,Espanol,Barcelona,,
2025-05-18,Ath Madrid,Betis,,
2025-05-18,Celta,Vallecano,,
2025-05-18,Barcelona,Villarreal,,
2025-05-18,Sevilla,Real Madrid,,
2025-05-18,Valencia,Ath Bilbao,,
2025-05-18,Mallorca,Getafe,,
2025-05-18,Sociedad,Girona,,
2025-05-18,Valladolid,Alaves,,
2025-05-18,Las Palmas,Leganes,,
2025-05-18,Osasuna,Espanol,,
2025-05-23,Betis,Valencia,,
2025-05-24,Real Madrid,Sociedad,,
2025-05-24,Leganes,Valladolid,,
2025-05-24,Espanol,Las Palmas,,
2025-05-24,Alaves,Osasuna,,
2025-05-24,Getafe,Celta,,
2025-05-24,Vallecano,Mallorca,,
2025-05-25,Girona,Ath Madrid,,
2025-05-25,Villarreal,Sevilla,,
2025-05-25,Ath Bilbao,Barcelona,,
